nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_line,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi,row_num
Dendrimer,O,,10.5,5,,HaCaT,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,81.533966,N,N,N,2012,98,10.2147/IJN.S32785,2453
Dendrimer,O,,10.5,15,,HaCaT,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,117.02008,N,N,N,2012,98,10.2147/IJN.S32785,2454
Dendrimer,O,,10.5,50,,HaCaT,L,H,,Keratinocyte,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,126.88439,N,N,N,2012,98,10.2147/IJN.S32785,2455
Dendrimer,O,,10.5,5,,Caco-2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,92.38327,N,N,N,2012,98,10.2147/IJN.S32785,2456
Dendrimer,O,,10.5,15,,Caco-2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,94.92944,N,N,N,2012,98,10.2147/IJN.S32785,2457
Dendrimer,O,,10.5,50,,Caco-2,L,H,,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,88.765335,N,N,N,2012,98,10.2147/IJN.S32785,2458
Dendrimer,O,,10.5,5,,SK-Mel-28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,62.396694,N,N,N,2012,98,10.2147/IJN.S32785,2459
Dendrimer,O,,10.5,15,,SK-Mel-28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,34.29752,N,N,N,2012,98,10.2147/IJN.S32785,2460
Dendrimer,O,,10.5,50,,SK-Mel-28,L,H,,Polygonal,A,Skin,24,MTT,tetrazolium salt,cell metabolic activity,21.900826,N,N,N,2012,98,10.2147/IJN.S32785,2461
PLGA,O,,148.2,0.0006745363858,-8.6,COS-1,L,A,Cercopithecus aethiops,Fibroblast,A,Kidney,48,MTT,tetrazolium salt,cell metabolic activity,70.46809,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,2462
PLGA,O,,148.2,0.0006745363858,-8.6,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,79.65958,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,2463
PLGA,O,,148.2,0.0006745363858,-8.6,Calu-3,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,92.93617,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,2464
PLGA,O,,148.2,0.0006745363858,-8.6,A549,L,H,,Epithelial,A,Lung,48,Vialight,luciferase,ATP content,105.31645,N,Y,Y,2009,99,10.1016/j.ijpharm.2009.04.049,2465
PLGA,O,,120,0.000427323614,-11,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,99.27273,N,N,N,2015,100,10.1002/jbm.a.35498,2466
PLGA,O,,120,0.0008560168549,-11,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.818184,N,N,N,2015,100,10.1002/jbm.a.35498,2467
PLGA,O,,120,0.00171203371,-11,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.09091,N,N,N,2015,100,10.1002/jbm.a.35498,2468
PLGA,O,,120,0.00342406742,-11,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.27273,N,N,N,2015,100,10.1002/jbm.a.35498,2469
PLGA,O,,120,0.006848134839,-11,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,73.09091,N,N,N,2015,100,10.1002/jbm.a.35498,2470
PLGA,O,,120,0.000427323614,-11,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,98.434525,N,N,N,2015,100,10.1002/jbm.a.35498,2471
PLGA,O,,120,0.0008560168549,-11,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,96.52028,N,N,N,2015,100,10.1002/jbm.a.35498,2472
PLGA,O,,120,0.00171203371,-11,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,94.9772,N,N,N,2015,100,10.1002/jbm.a.35498,2473
PLGA,O,,120,0.00342406742,-11,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,87.87857,N,N,N,2015,100,10.1002/jbm.a.35498,2474
PLGA,O,,120,0.006848134839,-11,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,83.00216,N,N,N,2015,100,10.1002/jbm.a.35498,2475
PLGA,O,Chitosan,204,0.00008697814247,10,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,97.454544,N,N,N,2015,100,10.1002/jbm.a.35498,2476
PLGA,O,Chitosan,204,0.000174235061,10,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.63636,N,N,N,2015,100,10.1002/jbm.a.35498,2477
PLGA,O,Chitosan,204,0.0003484701221,10,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,95.27273,N,N,N,2015,100,10.1002/jbm.a.35498,2478
PLGA,O,Chitosan,204,0.0006969402442,10,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,87.63636,N,N,N,2015,100,10.1002/jbm.a.35498,2479
PLGA,O,Chitosan,204,0.001393880488,10,MDBK,L,A,Bos taurus,Epithelial,A,Kidney,24,MTS,tetrazolium salt,cell metabolic activity,73.09091,N,N,N,2015,100,10.1002/jbm.a.35498,2480
PLGA,O,Chitosan,204,0.00008697814247,10,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,98.41533,N,N,N,2015,100,10.1002/jbm.a.35498,2481
PLGA,O,Chitosan,204,0.000174235061,10,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,96.87305,N,N,N,2015,100,10.1002/jbm.a.35498,2482
PLGA,O,Chitosan,204,0.0003484701221,10,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,92.73818,N,N,N,2015,100,10.1002/jbm.a.35498,2483
PLGA,O,Chitosan,204,0.0006969402442,10,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,90.45436,N,N,N,2015,100,10.1002/jbm.a.35498,2484
PLGA,O,Chitosan,204,0.001393880488,10,Colo-205,L,H,,Epithelial,A,Colon,24,MTS,tetrazolium salt,cell metabolic activity,87.05784,N,N,N,2015,100,10.1002/jbm.a.35498,2485
PLGA,O,Chitosan,230,0.000006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,102.61919,N,N,N,2011,101,10.2147/IJN.S24552,2486
PLGA,O,Chitosan,230,0.0001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,101.53653,N,N,N,2011,101,10.2147/IJN.S24552,2487
PLGA,O,Chitosan,230,0.0002005044311,32,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,101.5144,N,N,N,2011,101,10.2147/IJN.S24552,2488
PLGA,O,Chitosan,230,0.0006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,99.01969,N,N,N,2011,101,10.2147/IJN.S24552,2489
PLGA,O,Chitosan,230,0.001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,95.456375,N,N,N,2011,101,10.2147/IJN.S24552,2490
PLGA,O,Chitosan,230,0.000006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,100.21385,N,N,N,2011,101,10.2147/IJN.S24552,2491
PLGA,O,Chitosan,230,0.0001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.329414,N,N,N,2011,101,10.2147/IJN.S24552,2492
PLGA,O,Chitosan,230,0.0002005044311,32,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,97.772766,N,N,N,2011,101,10.2147/IJN.S24552,2493
PLGA,O,Chitosan,230,0.0006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,91.00148,N,N,N,2011,101,10.2147/IJN.S24552,2494
PLGA,O,Chitosan,230,0.001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,87.70584,N,N,N,2011,101,10.2147/IJN.S24552,2495
PLGA,O,Chitosan,230,0.000006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,82.04019,N,N,N,2011,101,10.2147/IJN.S24552,2496
PLGA,O,Chitosan,230,0.0001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,79.62124,N,N,N,2011,101,10.2147/IJN.S24552,2497
PLGA,O,Chitosan,230,0.0002005044311,32,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,82.271706,N,N,N,2011,101,10.2147/IJN.S24552,2498
PLGA,O,Chitosan,230,0.0006015132932,32,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,73.89771,N,N,N,2011,101,10.2147/IJN.S24552,2499
PLGA,O,Chitosan,230,0.001002522155,32,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,74.342865,N,N,N,2011,101,10.2147/IJN.S24552,2500
PLGA,O,PVA,230,0.000006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,97.86667,N,N,N,2011,101,10.2147/IJN.S24552,2501
PLGA,O,PVA,230,0.0001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,94.13333,N,N,N,2011,101,10.2147/IJN.S24552,2502
PLGA,O,PVA,230,0.0002005044311,-5,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,98.933334,N,N,N,2011,101,10.2147/IJN.S24552,2503
PLGA,O,PVA,230,0.0006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,95.2,N,N,N,2011,101,10.2147/IJN.S24552,2504
PLGA,O,PVA,230,0.001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,92,N,N,N,2011,101,10.2147/IJN.S24552,2505
PLGA,O,PVA,230,0.000006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,94.933334,N,N,N,2011,101,10.2147/IJN.S24552,2506
PLGA,O,PVA,230,0.0001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,90.13333,N,N,N,2011,101,10.2147/IJN.S24552,2507
PLGA,O,PVA,230,0.0002005044311,-5,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,87.2,N,N,N,2011,101,10.2147/IJN.S24552,2508
PLGA,O,PVA,230,0.0006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,82.933334,N,N,N,2011,101,10.2147/IJN.S24552,2509
PLGA,O,PVA,230,0.001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,80.26667,N,N,N,2011,101,10.2147/IJN.S24552,2510
PLGA,O,PVA,230,0.000006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,67.2,N,N,N,2011,101,10.2147/IJN.S24552,2511
PLGA,O,PVA,230,0.0001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,62.133335,N,N,N,2011,101,10.2147/IJN.S24552,2512
PLGA,O,PVA,230,0.0002005044311,-5,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,64.8,N,N,N,2011,101,10.2147/IJN.S24552,2513
PLGA,O,PVA,230,0.0006015132932,-5,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,62.933334,N,N,N,2011,101,10.2147/IJN.S24552,2514
PLGA,O,PVA,230,0.001002522155,-5,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,65.066666,N,N,N,2011,101,10.2147/IJN.S24552,2515
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0000632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,113.4375,N,N,N,2011,101,10.2147/IJN.S24552,2516
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,120.625,N,N,N,2011,101,10.2147/IJN.S24552,2517
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00210736414,-24,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,126.875,N,N,N,2011,101,10.2147/IJN.S24552,2518
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,113.75,N,N,N,2011,101,10.2147/IJN.S24552,2519
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,4,MTT,tetrazolium salt,cell metabolic activity,103.4375,N,N,N,2011,101,10.2147/IJN.S24552,2520
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0000632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,103.125,N,N,N,2011,101,10.2147/IJN.S24552,2521
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,100.625,N,N,N,2011,101,10.2147/IJN.S24552,2522
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00210736414,-24,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,96.875,N,N,N,2011,101,10.2147/IJN.S24552,2523
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,87.8125,N,N,N,2011,101,10.2147/IJN.S24552,2524
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,89.6875,N,N,N,2011,101,10.2147/IJN.S24552,2525
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0000632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,75.3125,N,N,N,2011,101,10.2147/IJN.S24552,2526
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,74.0625,N,N,N,2011,101,10.2147/IJN.S24552,2527
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00210736414,-24,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,73.4375,N,N,N,2011,101,10.2147/IJN.S24552,2528
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.00632209242,-24,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,62.8125,N,N,N,2011,101,10.2147/IJN.S24552,2529
PLGA,O,Poloxamer 188 (Pluronic F68),105,0.0105368207,-24,Calu-3,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,57.1875,N,N,N,2011,101,10.2147/IJN.S24552,2530
Polystyrene,O,,15,0.00008949273048,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,121.29552,N,N,N,2009,102,10.1021/es900754q,2531
Polystyrene,O,,15,0.000178985461,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,124.53898,N,N,N,2009,102,10.1021/es900754q,2532
Polystyrene,O,,15,0.0004474636524,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,111.41829,N,N,N,2009,102,10.1021/es900754q,2533
Polystyrene,O,,15,0.0008949273048,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,120.703186,N,N,N,2009,102,10.1021/es900754q,2534
Polystyrene,O,,15,0.001342390957,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,126.21212,N,N,N,2009,102,10.1021/es900754q,2535
Polystyrene,O,,15,0.00178985461,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,114.350426,N,N,N,2009,102,10.1021/es900754q,2536
Polystyrene,O,,15,0.002237318262,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,120.111115,N,N,N,2009,102,10.1021/es900754q,2537
Polystyrene,O,,15,0.002684781915,,HepG2,L,H,,Epithelial,A,liver,24,NR,toluylene red,lysosomal uptake,120.58508,N,N,N,2009,102,10.1021/es900754q,2538
Liposomes,O,COOH,144.6,0.12,-19.9,HEp-2,L,H,,Epithelial,A,Cervix,24,Vialight,luciferase,ATP content,94.1949669,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2539
Liposomes,O,COOH,144.6,0.24,-19.9,HEp-2,L,H,,Epithelial,A,Cervix,24,Vialight,luciferase,ATP content,98.12403385,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2540
Liposomes,O,COOH,144.6,0.48,-19.9,HEp-2,L,H,,Epithelial,A,Cervix,24,Vialight,luciferase,ATP content,96.49720096,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2541
Liposomes,O,COOH,144.6,0.96,-19.9,HEp-2,L,H,,Epithelial,A,Cervix,24,Vialight,luciferase,ATP content,96.184418,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2542
Liposomes,O,COOH,144.6,1.92,-19.9,HEp-2,L,H,,Epithelial,A,Cervix,24,Vialight,luciferase,ATP content,100.263335,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2543
Liposomes,O,COOH,144.6,0.12,-19.9,Caco-2,L,H,,Epithelial,A,Colon,24,Vialight,luciferase,ATP content,82.38991428,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2544
Liposomes,O,COOH,144.6,0.24,-19.9,Caco-2,L,H,,Epithelial,A,Colon,24,Vialight,luciferase,ATP content,86.97482804,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2545
Liposomes,O,COOH,144.6,0.48,-19.9,Caco-2,L,H,,Epithelial,A,Colon,24,Vialight,luciferase,ATP content,92.46873922,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2546
Liposomes,O,COOH,144.6,0.96,-19.9,Caco-2,L,H,,Epithelial,A,Colon,24,Vialight,luciferase,ATP content,127.8666667,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2547
Liposomes,O,COOH,144.6,1.92,-19.9,Caco-2,L,H,,Epithelial,A,Colon,24,Vialight,luciferase,ATP content,127.0160856,Y,Y,Y,2015,103,10.1016/j.jconrel.2015.10.052,2548
SLN,O,,95.5,0.003832808448,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,92,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2549
SLN,O,,95.5,0.007665616896,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,69,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2550
SLN,O,,95.5,0.008623819008,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,63,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2551
SLN,O,,95.5,0.00958202112,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,49,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2552
SLN,O,,95.5,0.01054022323,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,43,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2553
SLN,O,,95.5,0.01149842534,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,36,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2554
SLN,O,,95.5,0.01245662746,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,25,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2555
SLN,O,,95.5,0.01341482957,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,18,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2556
SLN,O,,95.5,0.01437303168,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,9,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2557
SLN,O,,95.5,0.01533123379,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,0,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2558
SLN,O,,95.5,0.01916404224,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,0,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2559
SLN,O,,95.5,0.02299685069,-9.8,HDF,L,H,,Fibroblast,A,Skin,24,NR,toluylene red,lysosomal uptake,0,N,N,N,2005,104,10.1016/j.ejpb.2005.03.006,2560
SLN,O,,93.13,0.004132933534,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,56.041138,N,N,N,2009,105,10.1080/08958370903005769,2561
SLN,O,,93.13,0.008265867068,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,37.651737,N,N,N,2009,105,10.1080/08958370903005769,2562
SLN,O,,93.13,0.0123988006,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,11.919122,N,N,N,2009,105,10.1080/08958370903005769,2563
SLN,O,,93.13,0.01653173414,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,2.7089882,N,N,N,2009,105,10.1080/08958370903005769,2564
SLN,O,,93.13,0.02066466767,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,-1.451005,N,N,N,2009,105,10.1080/08958370903005769,2565
SLN,O,,93.13,0.0309970015,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,9.952634,N,N,N,2009,105,10.1080/08958370903005769,2566
SLN,O,,93.13,0.06199400301,-22.6,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,1.0163151,N,N,N,2009,105,10.1080/08958370903005769,2567
SLN,O,,93.13,0.004132933534,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,62.916264,N,N,N,2009,105,10.1080/08958370903005769,2568
SLN,O,,93.13,0.008265867068,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,11.041599,N,N,N,2009,105,10.1080/08958370903005769,2569
SLN,O,,93.13,0.0123988006,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,4.8812213,N,N,N,2009,105,10.1080/08958370903005769,2570
SLN,O,,93.13,0.01653173414,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,0.6245297,N,N,N,2009,105,10.1080/08958370903005769,2571
SLN,O,,93.13,0.02066466767,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,0.65462756,N,N,N,2009,105,10.1080/08958370903005769,2572
SLN,O,,93.13,0.0309970015,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,4.538321,N,N,N,2009,105,10.1080/08958370903005769,2573
SLN,O,,93.13,0.06199400301,-22.6,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,-0.95238096,N,N,N,2009,105,10.1080/08958370903005769,2574
SLN,O,,143.67,0.0011257163,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,80.368835,N,N,N,2009,105,10.1080/08958370903005769,2575
SLN,O,,143.67,0.0022514326,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,73.453766,N,N,N,2009,105,10.1080/08958370903005769,2576
SLN,O,,143.67,0.0033771489,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,67.917725,N,N,N,2009,105,10.1080/08958370903005769,2577
SLN,O,,143.67,0.0045028652,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,60.08563,N,N,N,2009,105,10.1080/08958370903005769,2578
SLN,O,,143.67,0.0056285815,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,31.59794,N,N,N,2009,105,10.1080/08958370903005769,2579
SLN,O,,143.67,0.00844287225,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,5.8215156,N,N,N,2009,105,10.1080/08958370903005769,2580
SLN,O,,143.67,0.0168857445,-12.3,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,0.098288834,N,N,N,2009,105,10.1080/08958370903005769,2581
SLN,O,,143.67,0.0011257163,-12.3,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,94.34483,N,N,N,2009,105,10.1080/08958370903005769,2582
SLN,O,,143.67,0.0022514326,-12.3,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,100.56541,N,N,N,2009,105,10.1080/08958370903005769,2583
SLN,O,,143.67,0.0033771489,-12.3,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,81.070625,N,N,N,2009,105,10.1080/08958370903005769,2584
SLN,O,,143.67,0.0045028652,-12.3,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,11.10072,N,N,N,2009,105,10.1080/08958370903005769,2585
SLN,O,,143.67,0.0056285815,-12.3,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,11.129743,N,N,N,2009,105,10.1080/08958370903005769,2586
